Solver, Instance, Result
Hybrid, normalized-rand4bf850.cudf.paranoid.opb, 10949.0
SCIP, normalized-rand4bf850.cudf.paranoid.opb, 10949.0
Gurobi(comp 1 thread), normalized-rand4bf850.cudf.paranoid.opb, 10949.0
Gurobi(heur 1 thread), normalized-rand4bf850.cudf.paranoid.opb, 10949.0
time-9, normalized-rand4bf850.cudf.paranoid.opb, 10949.0
FiberSCIP, normalized-rand4bf850.cudf.paranoid.opb, 10949.0
Gurobi(comp 32 thread), normalized-rand4bf850.cudf.paranoid.opb, 10949.0
Gurobi(heur 32 thread), normalized-rand4bf850.cudf.paranoid.opb, 10949.0
ParLS-PBO(32 thread), normalized-rand4bf850.cudf.paranoid.opb, 10949.0
V1, normalized-rand4bf850.cudf.paranoid.opb, 10949.0
V2, normalized-rand4bf850.cudf.paranoid.opb, 10949.0
LS-PBO, normalized-rand5d20db.cudf.paranoid.opb, 5106.0
DeciLS-PBO, normalized-rand5d20db.cudf.paranoid.opb, 5106.0
PBO-IHS, normalized-rand5d20db.cudf.paranoid.opb, 5106.0
Hybrid, normalized-rand5d20db.cudf.paranoid.opb, 5106.0
SCIP, normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
Gurobi(comp 1 thread), normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
Gurobi(heur 1 thread), normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
time-9, normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
FiberSCIP, normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
Gurobi(comp 32 thread), normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
Gurobi(heur 32 thread), normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
ParLS-PBO(32 thread), normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
V1, normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
V2, normalized-rand5d20db.cudf.paranoid.opb, 5105.99999999997
LS-PBO, normalized-rand65d021.cudf.paranoid.opb, N/A
DeciLS-PBO, normalized-rand65d021.cudf.paranoid.opb, N/A
PBO-IHS, normalized-rand65d021.cudf.paranoid.opb, N/A
Hybrid, normalized-rand65d021.cudf.paranoid.opb, N/A
SCIP, normalized-rand65d021.cudf.paranoid.opb, N/A
Gurobi(comp 1 thread), normalized-rand65d021.cudf.paranoid.opb, N/A
Gurobi(heur 1 thread), normalized-rand65d021.cudf.paranoid.opb, N/A
time-9, normalized-rand65d021.cudf.paranoid.opb, N/A
FiberSCIP, normalized-rand65d021.cudf.paranoid.opb, N/A
Gurobi(comp 32 thread), normalized-rand65d021.cudf.paranoid.opb, N/A
Gurobi(heur 32 thread), normalized-rand65d021.cudf.paranoid.opb, N/A
ParLS-PBO(32 thread), normalized-rand65d021.cudf.paranoid.opb, N/A
V1, normalized-rand65d021.cudf.paranoid.opb, N/A
V2, normalized-rand65d021.cudf.paranoid.opb, N/A
LS-PBO, normalized-rand71b131.cudf.paranoid.opb, 5661.0
DeciLS-PBO, normalized-rand71b131.cudf.paranoid.opb, 5660.0
PBO-IHS, normalized-rand71b131.cudf.paranoid.opb, 5657.0
Hybrid, normalized-rand71b131.cudf.paranoid.opb, 5657.0
SCIP, normalized-rand71b131.cudf.paranoid.opb, 5657.0
Gurobi(comp 1 thread), normalized-rand71b131.cudf.paranoid.opb, 5657.0
Gurobi(heur 1 thread), normalized-rand71b131.cudf.paranoid.opb, 5657.0
time-9, normalized-rand71b131.cudf.paranoid.opb, 5657.0
FiberSCIP, normalized-rand71b131.cudf.paranoid.opb, 5657.0
Gurobi(comp 32 thread), normalized-rand71b131.cudf.paranoid.opb, 5657.0
Gurobi(heur 32 thread), normalized-rand71b131.cudf.paranoid.opb, 5657.0
ParLS-PBO(32 thread), normalized-rand71b131.cudf.paranoid.opb, 5657.0
V1, normalized-rand71b131.cudf.paranoid.opb, 5657.0
V2, normalized-rand71b131.cudf.paranoid.opb, 5657.0
LS-PBO, normalized-rand767898.cudf.paranoid.opb, 4821.0
DeciLS-PBO, normalized-rand767898.cudf.paranoid.opb, 4821.0
PBO-IHS, normalized-rand767898.cudf.paranoid.opb, 4821.0
Hybrid, normalized-rand767898.cudf.paranoid.opb, 4821.0
SCIP, normalized-rand767898.cudf.paranoid.opb, 4821.0
Gurobi(comp 1 thread), normalized-rand767898.cudf.paranoid.opb, 4821.0
Gurobi(heur 1 thread), normalized-rand767898.cudf.paranoid.opb, 4821.0
time-9, normalized-rand767898.cudf.paranoid.opb, 4821.0
FiberSCIP, normalized-rand767898.cudf.paranoid.opb, 4821.0
Gurobi(comp 32 thread), normalized-rand767898.cudf.paranoid.opb, 4821.0
Gurobi(heur 32 thread), normalized-rand767898.cudf.paranoid.opb, 4821.0
ParLS-PBO(32 thread), normalized-rand767898.cudf.paranoid.opb, 4821.0
V1, normalized-rand767898.cudf.paranoid.opb, 4821.0
V2, normalized-rand767898.cudf.paranoid.opb, 4821.0
LS-PBO, normalized-rand902db1.cudf.paranoid.opb, 0.0
DeciLS-PBO, normalized-rand902db1.cudf.paranoid.opb, 0.0
PBO-IHS, normalized-rand902db1.cudf.paranoid.opb, 0.0
Hybrid, normalized-rand902db1.cudf.paranoid.opb, 0.0
SCIP, normalized-rand902db1.cudf.paranoid.opb, 0.0
Gurobi(comp 1 thread), normalized-rand902db1.cudf.paranoid.opb, 0.0
Gurobi(heur 1 thread), normalized-rand902db1.cudf.paranoid.opb, 0.0
time-9, normalized-rand902db1.cudf.paranoid.opb, 0.0
FiberSCIP, normalized-rand902db1.cudf.paranoid.opb, 0.0
Gurobi(comp 32 thread), normalized-rand902db1.cudf.paranoid.opb, 0.0
Gurobi(heur 32 thread), normalized-rand902db1.cudf.paranoid.opb, 0.0
ParLS-PBO(32 thread), normalized-rand902db1.cudf.paranoid.opb, 0.0
V1, normalized-rand902db1.cudf.paranoid.opb, 0.0
V2, normalized-rand902db1.cudf.paranoid.opb, 0.0
LS-PBO, normalized-rand9ffe99.cudf.paranoid.opb, 4908.0
DeciLS-PBO, normalized-rand9ffe99.cudf.paranoid.opb, 4907.0
PBO-IHS, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
Hybrid, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
SCIP, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
Gurobi(comp 1 thread), normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
Gurobi(heur 1 thread), normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
time-9, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
FiberSCIP, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
Gurobi(comp 32 thread), normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
Gurobi(heur 32 thread), normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
ParLS-PBO(32 thread), normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
V1, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
V2, normalized-rand9ffe99.cudf.paranoid.opb, 4905.0
LS-PBO, normalized-randa09fe9.cudf.paranoid.opb, 9479.0
DeciLS-PBO, normalized-randa09fe9.cudf.paranoid.opb, 9478.0
PBO-IHS, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
Hybrid, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
SCIP, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
Gurobi(comp 1 thread), normalized-randa09fe9.cudf.paranoid.opb, 9469.0
Gurobi(heur 1 thread), normalized-randa09fe9.cudf.paranoid.opb, 9469.0
time-9, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
FiberSCIP, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
Gurobi(comp 32 thread), normalized-randa09fe9.cudf.paranoid.opb, 9469.0
Gurobi(heur 32 thread), normalized-randa09fe9.cudf.paranoid.opb, 9469.0
ParLS-PBO(32 thread), normalized-randa09fe9.cudf.paranoid.opb, 9469.0
V1, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
V2, normalized-randa09fe9.cudf.paranoid.opb, 9469.0
LS-PBO, normalized-randa2004a.cudf.paranoid.opb, 1859.0
DeciLS-PBO, normalized-randa2004a.cudf.paranoid.opb, 1859.0
PBO-IHS, normalized-randa2004a.cudf.paranoid.opb, 1859.0
Hybrid, normalized-randa2004a.cudf.paranoid.opb, 1859.0
SCIP, normalized-randa2004a.cudf.paranoid.opb, 1859.0
Gurobi(comp 1 thread), normalized-randa2004a.cudf.paranoid.opb, 1859.0
Gurobi(heur 1 thread), normalized-randa2004a.cudf.paranoid.opb, 1859.0
time-9, normalized-randa2004a.cudf.paranoid.opb, 1859.0
FiberSCIP, normalized-randa2004a.cudf.paranoid.opb, 1859.0
Gurobi(comp 32 thread), normalized-randa2004a.cudf.paranoid.opb, 1859.0
Gurobi(heur 32 thread), normalized-randa2004a.cudf.paranoid.opb, 1859.0
ParLS-PBO(32 thread), normalized-randa2004a.cudf.paranoid.opb, 1859.0
V1, normalized-randa2004a.cudf.paranoid.opb, 1859.0
V2, normalized-randa2004a.cudf.paranoid.opb, 1859.0
LS-PBO, normalized-randa491d5.cudf.paranoid.opb, N/A
DeciLS-PBO, normalized-randa491d5.cudf.paranoid.opb, N/A
PBO-IHS, normalized-randa491d5.cudf.paranoid.opb, N/A
Hybrid, normalized-randa491d5.cudf.paranoid.opb, N/A
SCIP, normalized-randa491d5.cudf.paranoid.opb, N/A
Gurobi(comp 1 thread), normalized-randa491d5.cudf.paranoid.opb, N/A
Gurobi(heur 1 thread), normalized-randa491d5.cudf.paranoid.opb, N/A
time-9, normalized-randa491d5.cudf.paranoid.opb, N/A
FiberSCIP, normalized-randa491d5.cudf.paranoid.opb, N/A
Gurobi(comp 32 thread), normalized-randa491d5.cudf.paranoid.opb, N/A
Gurobi(heur 32 thread), normalized-randa491d5.cudf.paranoid.opb, N/A
ParLS-PBO(32 thread), normalized-randa491d5.cudf.paranoid.opb, N/A
V1, normalized-randa491d5.cudf.paranoid.opb, N/A
V2, normalized-randa491d5.cudf.paranoid.opb, N/A
LS-PBO, normalized-randa6997e.cudf.paranoid.opb, 5905.0
DeciLS-PBO, normalized-randa6997e.cudf.paranoid.opb, 5905.0
PBO-IHS, normalized-randa6997e.cudf.paranoid.opb, 5898.0
Hybrid, normalized-randa6997e.cudf.paranoid.opb, 5898.0
SCIP, normalized-randa6997e.cudf.paranoid.opb, 5898.0
Gurobi(comp 1 thread), normalized-randa6997e.cudf.paranoid.opb, 5898.0
Gurobi(heur 1 thread), normalized-randa6997e.cudf.paranoid.opb, 5898.0
time-9, normalized-randa6997e.cudf.paranoid.opb, 5898.0
FiberSCIP, normalized-randa6997e.cudf.paranoid.opb, 5898.0
Gurobi(comp 32 thread), normalized-randa6997e.cudf.paranoid.opb, 5898.0
Gurobi(heur 32 thread), normalized-randa6997e.cudf.paranoid.opb, 5898.0
ParLS-PBO(32 thread), normalized-randa6997e.cudf.paranoid.opb, 5898.0
V1, normalized-randa6997e.cudf.paranoid.opb, 5898.0
V2, normalized-randa6997e.cudf.paranoid.opb, 5898.0
LS-PBO, normalized-randaef248.cudf.paranoid.opb, N/A
DeciLS-PBO, normalized-randaef248.cudf.paranoid.opb, N/A
PBO-IHS, normalized-randaef248.cudf.paranoid.opb, N/A
Hybrid, normalized-randaef248.cudf.paranoid.opb, N/A
SCIP, normalized-randaef248.cudf.paranoid.opb, N/A
Gurobi(comp 1 thread), normalized-randaef248.cudf.paranoid.opb, N/A
Gurobi(heur 1 thread), normalized-randaef248.cudf.paranoid.opb, N/A
time-9, normalized-randaef248.cudf.paranoid.opb, N/A
FiberSCIP, normalized-randaef248.cudf.paranoid.opb, N/A
Gurobi(comp 32 thread), normalized-randaef248.cudf.paranoid.opb, N/A
Gurobi(heur 32 thread), normalized-randaef248.cudf.paranoid.opb, N/A
ParLS-PBO(32 thread), normalized-randaef248.cudf.paranoid.opb, N/A
V1, normalized-randaef248.cudf.paranoid.opb, N/A
V2, normalized-randaef248.cudf.paranoid.opb, N/A
LS-PBO, normalized-randaefc7c.cudf.paranoid.opb, 0.0
DeciLS-PBO, normalized-randaefc7c.cudf.paranoid.opb, 0.0
PBO-IHS, normalized-randaefc7c.cudf.paranoid.opb, 0.0
Hybrid, normalized-randaefc7c.cudf.paranoid.opb, 0.0
SCIP, normalized-randaefc7c.cudf.paranoid.opb, 0.0
Gurobi(comp 1 thread), normalized-randaefc7c.cudf.paranoid.opb, 0.0
Gurobi(heur 1 thread), normalized-randaefc7c.cudf.paranoid.opb, 0.0
time-9, normalized-randaefc7c.cudf.paranoid.opb, 0.0
FiberSCIP, normalized-randaefc7c.cudf.paranoid.opb, 0.0
Gurobi(comp 32 thread), normalized-randaefc7c.cudf.paranoid.opb, 0.0
Gurobi(heur 32 thread), normalized-randaefc7c.cudf.paranoid.opb, 0.0
ParLS-PBO(32 thread), normalized-randaefc7c.cudf.paranoid.opb, 0.0
V1, normalized-randaefc7c.cudf.paranoid.opb, 0.0
V2, normalized-randaefc7c.cudf.paranoid.opb, 0.0
LS-PBO, normalized-randb54299.cudf.paranoid.opb, 11145.0
DeciLS-PBO, normalized-randb54299.cudf.paranoid.opb, 11145.0
PBO-IHS, normalized-randb54299.cudf.paranoid.opb, 11142.0
Hybrid, normalized-randb54299.cudf.paranoid.opb, 11142.0
SCIP, normalized-randb54299.cudf.paranoid.opb, 11142.0
Gurobi(comp 1 thread), normalized-randb54299.cudf.paranoid.opb, 11142.0
Gurobi(heur 1 thread), normalized-randb54299.cudf.paranoid.opb, 11142.0
time-9, normalized-randb54299.cudf.paranoid.opb, 11142.0
FiberSCIP, normalized-randb54299.cudf.paranoid.opb, 11142.0
Gurobi(comp 32 thread), normalized-randb54299.cudf.paranoid.opb, 11142.0
Gurobi(heur 32 thread), normalized-randb54299.cudf.paranoid.opb, 11142.0
ParLS-PBO(32 thread), normalized-randb54299.cudf.paranoid.opb, 11142.0
V1, normalized-randb54299.cudf.paranoid.opb, 11142.0
V2, normalized-randb54299.cudf.paranoid.opb, 11142.0
LS-PBO, normalized-randb87834.cudf.paranoid.opb, 11441.0
DeciLS-PBO, normalized-randb87834.cudf.paranoid.opb, 11440.0
PBO-IHS, normalized-randb87834.cudf.paranoid.opb, 11434.0
Hybrid, normalized-randb87834.cudf.paranoid.opb, 11434.0
SCIP, normalized-randb87834.cudf.paranoid.opb, 11434.0
Gurobi(comp 1 thread), normalized-randb87834.cudf.paranoid.opb, 11434.0
Gurobi(heur 1 thread), normalized-randb87834.cudf.paranoid.opb, 11434.0
time-9, normalized-randb87834.cudf.paranoid.opb, 11434.0
FiberSCIP, normalized-randb87834.cudf.paranoid.opb, 11434.0
Gurobi(comp 32 thread), normalized-randb87834.cudf.paranoid.opb, 11434.0
Gurobi(heur 32 thread), normalized-randb87834.cudf.paranoid.opb, 11434.0
ParLS-PBO(32 thread), normalized-randb87834.cudf.paranoid.opb, 11434.0
V1, normalized-randb87834.cudf.paranoid.opb, 11434.0
V2, normalized-randb87834.cudf.paranoid.opb, 11434.0
LS-PBO, normalized-randbccf2d.cudf.paranoid.opb, 6132.0
DeciLS-PBO, normalized-randbccf2d.cudf.paranoid.opb, 6132.0
PBO-IHS, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
Hybrid, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
SCIP, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
Gurobi(comp 1 thread), normalized-randbccf2d.cudf.paranoid.opb, 6128.0
Gurobi(heur 1 thread), normalized-randbccf2d.cudf.paranoid.opb, 6128.0
time-9, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
FiberSCIP, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
Gurobi(comp 32 thread), normalized-randbccf2d.cudf.paranoid.opb, 6128.0
Gurobi(heur 32 thread), normalized-randbccf2d.cudf.paranoid.opb, 6128.0
ParLS-PBO(32 thread), normalized-randbccf2d.cudf.paranoid.opb, 6128.0
V1, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
V2, normalized-randbccf2d.cudf.paranoid.opb, 6128.0
LS-PBO, normalized-randc18b26.cudf.paranoid.opb, 10659.0
DeciLS-PBO, normalized-randc18b26.cudf.paranoid.opb, 10658.0
PBO-IHS, normalized-randc18b26.cudf.paranoid.opb, 10655.0
Hybrid, normalized-randc18b26.cudf.paranoid.opb, 10655.0
SCIP, normalized-randc18b26.cudf.paranoid.opb, 10655.0
Gurobi(comp 1 thread), normalized-randc18b26.cudf.paranoid.opb, 10655.0
Gurobi(heur 1 thread), normalized-randc18b26.cudf.paranoid.opb, 10655.0
time-9, normalized-randc18b26.cudf.paranoid.opb, 10655.0
FiberSCIP, normalized-randc18b26.cudf.paranoid.opb, 10655.0
Gurobi(comp 32 thread), normalized-randc18b26.cudf.paranoid.opb, 10655.0
Gurobi(heur 32 thread), normalized-randc18b26.cudf.paranoid.opb, 10655.0
ParLS-PBO(32 thread), normalized-randc18b26.cudf.paranoid.opb, 10655.0
V1, normalized-randc18b26.cudf.paranoid.opb, 10655.0
V2, normalized-randc18b26.cudf.paranoid.opb, 10655.0
LS-PBO, normalized-randc5b1f2.cudf.paranoid.opb, N/A
DeciLS-PBO, normalized-randc5b1f2.cudf.paranoid.opb, N/A
PBO-IHS, normalized-randc5b1f2.cudf.paranoid.opb, 0.0
Hybrid, normalized-randc5b1f2.cudf.paranoid.opb, N/A
SCIP, normalized-randc5b1f2.cudf.paranoid.opb, N/A
Gurobi(comp 1 thread), normalized-randc5b1f2.cudf.paranoid.opb, N/A
Gurobi(heur 1 thread), normalized-randc5b1f2.cudf.paranoid.opb, N/A
time-9, normalized-randc5b1f2.cudf.paranoid.opb, N/A
FiberSCIP, normalized-randc5b1f2.cudf.paranoid.opb, N/A
Gurobi(comp 32 thread), normalized-randc5b1f2.cudf.paranoid.opb, N/A
Gurobi(heur 32 thread), normalized-randc5b1f2.cudf.paranoid.opb, N/A
ParLS-PBO(32 thread), normalized-randc5b1f2.cudf.paranoid.opb, N/A
V1, normalized-randc5b1f2.cudf.paranoid.opb, N/A
V2, normalized-randc5b1f2.cudf.paranoid.opb, N/A
LS-PBO, normalized-randc5fe62.cudf.paranoid.opb, 1884.0
DeciLS-PBO, normalized-randc5fe62.cudf.paranoid.opb, 1884.0
PBO-IHS, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
Hybrid, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
SCIP, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
Gurobi(comp 1 thread), normalized-randc5fe62.cudf.paranoid.opb, 1882.0
Gurobi(heur 1 thread), normalized-randc5fe62.cudf.paranoid.opb, 1882.0
time-9, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
FiberSCIP, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
Gurobi(comp 32 thread), normalized-randc5fe62.cudf.paranoid.opb, 1882.0
Gurobi(heur 32 thread), normalized-randc5fe62.cudf.paranoid.opb, 1882.0
ParLS-PBO(32 thread), normalized-randc5fe62.cudf.paranoid.opb, 1882.0
V1, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
V2, normalized-randc5fe62.cudf.paranoid.opb, 1882.0
LS-PBO, normalized-randc7f8e5.cudf.paranoid.opb, 9467.0
DeciLS-PBO, normalized-randc7f8e5.cudf.paranoid.opb, 9466.0
PBO-IHS, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
Hybrid, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
SCIP, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
Gurobi(comp 1 thread), normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
Gurobi(heur 1 thread), normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
time-9, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
FiberSCIP, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
Gurobi(comp 32 thread), normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
Gurobi(heur 32 thread), normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
ParLS-PBO(32 thread), normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
V1, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
V2, normalized-randc7f8e5.cudf.paranoid.opb, 9465.0
LS-PBO, normalized-randcebca4.cudf.paranoid.opb, 6579.0
DeciLS-PBO, normalized-randcebca4.cudf.paranoid.opb, 6579.0
PBO-IHS, normalized-randcebca4.cudf.paranoid.opb, 6576.0
Hybrid, normalized-randcebca4.cudf.paranoid.opb, 6576.0
SCIP, normalized-randcebca4.cudf.paranoid.opb, 6576.0
Gurobi(comp 1 thread), normalized-randcebca4.cudf.paranoid.opb, 6576.0
Gurobi(heur 1 thread), normalized-randcebca4.cudf.paranoid.opb, 6576.0
time-9, normalized-randcebca4.cudf.paranoid.opb, 6576.0
FiberSCIP, normalized-randcebca4.cudf.paranoid.opb, 6576.0
Gurobi(comp 32 thread), normalized-randcebca4.cudf.paranoid.opb, 6576.0
Gurobi(heur 32 thread), normalized-randcebca4.cudf.paranoid.opb, 6576.0
ParLS-PBO(32 thread), normalized-randcebca4.cudf.paranoid.opb, 6576.0
V1, normalized-randcebca4.cudf.paranoid.opb, 6576.0
V2, normalized-randcebca4.cudf.paranoid.opb, 6576.0
LS-PBO, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
DeciLS-PBO, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
PBO-IHS, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
Hybrid, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
SCIP, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
Gurobi(comp 1 thread), normalized-randd1cab2.cudf.paranoid.opb, 15492.0
Gurobi(heur 1 thread), normalized-randd1cab2.cudf.paranoid.opb, 15492.0
time-9, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
FiberSCIP, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
Gurobi(comp 32 thread), normalized-randd1cab2.cudf.paranoid.opb, 15492.0
Gurobi(heur 32 thread), normalized-randd1cab2.cudf.paranoid.opb, 15492.0
ParLS-PBO(32 thread), normalized-randd1cab2.cudf.paranoid.opb, 15492.0
V1, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
V2, normalized-randd1cab2.cudf.paranoid.opb, 15492.0
LS-PBO, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
DeciLS-PBO, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
PBO-IHS, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
Hybrid, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
SCIP, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
Gurobi(comp 1 thread), normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
Gurobi(heur 1 thread), normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
time-9, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
FiberSCIP, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
Gurobi(comp 32 thread), normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
Gurobi(heur 32 thread), normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
ParLS-PBO(32 thread), normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
V1, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
V2, normalized-randd7b2b4.cudf.paranoid.opb, 4750.0
LS-PBO, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
DeciLS-PBO, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
PBO-IHS, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
Hybrid, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
SCIP, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
Gurobi(comp 1 thread), normalized-randd92c9f.cudf.paranoid.opb, 6259.0
Gurobi(heur 1 thread), normalized-randd92c9f.cudf.paranoid.opb, 6259.0
time-9, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
FiberSCIP, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
Gurobi(comp 32 thread), normalized-randd92c9f.cudf.paranoid.opb, 6259.0
Gurobi(heur 32 thread), normalized-randd92c9f.cudf.paranoid.opb, 6259.0
ParLS-PBO(32 thread), normalized-randd92c9f.cudf.paranoid.opb, 6259.0
V1, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
V2, normalized-randd92c9f.cudf.paranoid.opb, 6259.0
LS-PBO, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
DeciLS-PBO, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
PBO-IHS, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
Hybrid, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
SCIP, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
Gurobi(comp 1 thread), normalized-randec6fe1.cudf.paranoid.opb, 9316.0
Gurobi(heur 1 thread), normalized-randec6fe1.cudf.paranoid.opb, 9316.0
time-9, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
FiberSCIP, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
Gurobi(comp 32 thread), normalized-randec6fe1.cudf.paranoid.opb, 9316.0
Gurobi(heur 32 thread), normalized-randec6fe1.cudf.paranoid.opb, 9316.0
ParLS-PBO(32 thread), normalized-randec6fe1.cudf.paranoid.opb, 9316.0
V1, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
V2, normalized-randec6fe1.cudf.paranoid.opb, 9316.0
LS-PBO, normalized-randf66c83.cudf.paranoid.opb, 4917.0
DeciLS-PBO, normalized-randf66c83.cudf.paranoid.opb, 4917.0
PBO-IHS, normalized-randf66c83.cudf.paranoid.opb, 4917.0
Hybrid, normalized-randf66c83.cudf.paranoid.opb, 4917.0
SCIP, normalized-randf66c83.cudf.paranoid.opb, 4917.0
Gurobi(comp 1 thread), normalized-randf66c83.cudf.paranoid.opb, 4917.0
Gurobi(heur 1 thread), normalized-randf66c83.cudf.paranoid.opb, 4917.0
time-9, normalized-randf66c83.cudf.paranoid.opb, 4917.0
FiberSCIP, normalized-randf66c83.cudf.paranoid.opb, 4917.0
Gurobi(comp 32 thread), normalized-randf66c83.cudf.paranoid.opb, 4917.0
Gurobi(heur 32 thread), normalized-randf66c83.cudf.paranoid.opb, 4917.0
ParLS-PBO(32 thread), normalized-randf66c83.cudf.paranoid.opb, 4917.0
V1, normalized-randf66c83.cudf.paranoid.opb, 4917.0
V2, normalized-randf66c83.cudf.paranoid.opb, 4917.0
LS-PBO, normalized-randf794d2.cudf.paranoid.opb, 8229.0
DeciLS-PBO, normalized-randf794d2.cudf.paranoid.opb, 8229.0
PBO-IHS, normalized-randf794d2.cudf.paranoid.opb, 8228.0
Hybrid, normalized-randf794d2.cudf.paranoid.opb, 8228.0
SCIP, normalized-randf794d2.cudf.paranoid.opb, 8228.0
Gurobi(comp 1 thread), normalized-randf794d2.cudf.paranoid.opb, 8228.0
Gurobi(heur 1 thread), normalized-randf794d2.cudf.paranoid.opb, 8228.0
time-9, normalized-randf794d2.cudf.paranoid.opb, 8228.0
FiberSCIP, normalized-randf794d2.cudf.paranoid.opb, 8228.0
Gurobi(comp 32 thread), normalized-randf794d2.cudf.paranoid.opb, 8228.0
Gurobi(heur 32 thread), normalized-randf794d2.cudf.paranoid.opb, 8228.0
ParLS-PBO(32 thread), normalized-randf794d2.cudf.paranoid.opb, 8228.0
V1, normalized-randf794d2.cudf.paranoid.opb, 8228.0
V2, normalized-randf794d2.cudf.paranoid.opb, 8228.0
LS-PBO, normalized-randf7d077.cudf.paranoid.opb, N/A
DeciLS-PBO, normalized-randf7d077.cudf.paranoid.opb, N/A
